
1694595897819,1246,Landing page,200,OK,landing page 1-41,text,true,,250969,240,267,267,https://shop.sanraimed.com/,553,0,416
1694595897819,553,Landing page-0,302,Found,landing page 1-41,text,true,,7045,120,267,267,http://shop.sanraimed.com/,553,0,416
1694595898373,692,Landing page-1,200,OK,landing page 1-41,text,true,,243924,120,267,267,https://shop.sanraimed.com/,625,0,66
1694595898204,876,Landing page,200,OK,landing page 1-23,text,true,,250969,240,267,267,https://shop.sanraimed.com/,207,0,31
1694595898204,207,Landing page-0,302,Found,landing page 1-23,text,true,,7045,120,267,267,http://shop.sanraimed.com/,207,0,31
1694595898413,667,Landing page-1,200,OK,landing page 1-23,text,true,,243924,120,267,267,https://shop.sanraimed.com/,603,0,50
1694595897802,1283,Landing page,200,OK,landing page 1-9,text,true,,250969,240,267,267,https://shop.sanraimed.com/,615,0,433
1694595897802,615,Landing page-0,302,Found,landing page 1-9,text,true,,7045,120,267,267,http://shop.sanraimed.com/,615,0,433
1694595898419,666,Landing page-1,200,OK,landing page 1-9,text,true,,243924,120,267,267,https://shop.sanraimed.com/,601,0,45
1694595898208,1036,Landing page,200,OK,landing page 1-69,text,true,,250953,240,281,281,https://shop.sanraimed.com/,374,0,28
1694595898208,374,Landing page-0,302,Found,landing page 1-69,text,true,,7045,120,281,281,http://shop.sanraimed.com/,374,0,28
1694595898582,662,Landing page-1,200,OK,landing page 1-69,text,true,,243908,120,281,281,https://shop.sanraimed.com/,595,0,49
1694595897983,1297,Landing page,200,OK,landing page 1-58,text,true,,250969,240,284,284,https://shop.sanraimed.com/,535,0,252
1694595897983,535,Landing page-0,302,Found,landing page 1-58,text,true,,7045,120,284,284,http://shop.sanraimed.com/,535,0,252
1694595898520,760,Landing page-1,200,OK,landing page 1-58,text,true,,243924,120,284,284,https://shop.sanraimed.com/,693,0,48
1694595898153,1210,Landing page,200,OK,landing page 1-56,text,true,,250953,240,291,291,https://shop.sanraimed.com/,449,0,83
1694595898153,449,Landing page-0,302,Found,landing page 1-56,text,true,,7045,120,291,291,http://shop.sanraimed.com/,449,0,83
1694595898604,759,Landing page-1,200,OK,landing page 1-56,text,true,,243908,120,291,291,https://shop.sanraimed.com/,691,0,51
1694595898170,1406,Landing page,200,OK,landing page 1-49,text,true,,250953,240,312,312,https://shop.sanraimed.com/,516,0,66
1694595898170,516,Landing page-0,302,Found,landing page 1-49,text,true,,7045,120,312,312,http://shop.sanraimed.com/,516,0,66
1694595898687,889,Landing page-1,200,OK,landing page 1-49,text,true,,243908,120,312,312,https://shop.sanraimed.com/,823,0,48
1694595898059,2580,Landing page,200,OK,landing page 1-34,text,true,,250969,240,417,417,https://shop.sanraimed.com/,672,0,176
1694595898059,672,Landing page-0,302,Found,landing page 1-34,text,true,,7045,120,417,417,http://shop.sanraimed.com/,672,0,176
1694595898731,1908,Landing page-1,200,OK,landing page 1-34,text,true,,243924,120,417,417,https://shop.sanraimed.com/,1013,0,48
1694595898413,2288,Landing page,200,OK,landing page 1-30,text,true,,250969,240,422,422,https://shop.sanraimed.com/,511,0,22
1694595898413,511,Landing page-0,302,Found,landing page 1-30,text,true,,7045,120,422,422,http://shop.sanraimed.com/,511,0,22
1694595898925,1776,Landing page-1,200,OK,landing page 1-30,text,true,,243924,120,422,422,https://shop.sanraimed.com/,1597,0,55
1694595898464,2387,Landing page,200,OK,landing page 1-14,text,true,,250969,240,436,436,https://shop.sanraimed.com/,641,0,21
1694595898464,641,Landing page-0,302,Found,landing page 1-14,text,true,,7045,120,436,436,http://shop.sanraimed.com/,641,0,21
1694595899105,1746,Landing page-1,200,OK,landing page 1-14,text,true,,243924,120,436,436,https://shop.sanraimed.com/,1623,0,48
1694595898352,2569,Landing page,200,OK,landing page 1-12,text,true,,250969,240,442,442,https://shop.sanraimed.com/,474,0,22
1694595898352,474,Landing page-0,302,Found,landing page 1-12,text,true,,7045,120,442,442,http://shop.sanraimed.com/,474,0,22
1694595898826,2095,Landing page-1,200,OK,landing page 1-12,text,true,,243924,120,442,442,https://shop.sanraimed.com/,1153,0,47
1694595898304,2737,Landing page,200,OK,landing page 1-47,text,true,,250953,240,453,453,https://shop.sanraimed.com/,510,0,22
1694595898304,510,Landing page-0,302,Found,landing page 1-47,text,true,,7045,120,453,453,http://shop.sanraimed.com/,510,0,22
1694595898815,2226,Landing page-1,200,OK,landing page 1-47,text,true,,243908,120,453,453,https://shop.sanraimed.com/,1251,0,49
1694595898481,2926,Landing page,200,OK,landing page 1-78,text,true,,250969,240,489,489,https://shop.sanraimed.com/,682,0,19
1694595898481,682,Landing page-0,302,Found,landing page 1-78,text,true,,7045,120,489,489,http://shop.sanraimed.com/,682,0,19
1694595899163,2244,Landing page-1,200,OK,landing page 1-78,text,true,,243924,120,489,489,https://shop.sanraimed.com/,1985,0,43
1694595898230,3288,Landing page,200,OK,landing page 1-32,text,true,,250969,240,499,499,https://shop.sanraimed.com/,541,0,20
1694595898230,541,Landing page-0,302,Found,landing page 1-32,text,true,,7045,120,499,499,http://shop.sanraimed.com/,541,0,20
1694595898772,2746,Landing page-1,200,OK,landing page 1-32,text,true,,243924,120,499,499,https://shop.sanraimed.com/,1152,0,44
1694595898658,2978,Landing page,200,OK,landing page 1-21,text,true,,250969,240,510,510,https://shop.sanraimed.com/,702,0,23
1694595898658,702,Landing page-0,302,Found,landing page 1-21,text,true,,7045,120,510,510,http://shop.sanraimed.com/,702,0,23
1694595899361,2275,Landing page-1,200,OK,landing page 1-21,text,true,,243924,120,510,510,https://shop.sanraimed.com/,2186,0,47
1694595898638,3001,Landing page,200,OK,landing page 1-11,text,true,,250953,240,509,509,https://shop.sanraimed.com/,687,0,22
1694595898638,687,Landing page-0,302,Found,landing page 1-11,text,true,,7045,120,509,509,http://shop.sanraimed.com/,687,0,22
1694595899325,2314,Landing page-1,200,OK,landing page 1-11,text,true,,243908,120,509,509,https://shop.sanraimed.com/,2225,0,48
1694595898709,3155,Landing page,200,OK,landing page 1-94,text,true,,250953,240,531,531,https://shop.sanraimed.com/,667,0,20
1694595898709,667,Landing page-0,302,Found,landing page 1-94,text,true,,7045,120,531,531,http://shop.sanraimed.com/,667,0,20
1694595899376,2488,Landing page-1,200,OK,landing page 1-94,text,true,,243908,120,531,531,https://shop.sanraimed.com/,2415,0,72
1694595898734,3587,Landing page,200,OK,landing page 1-71,text,true,,250969,240,575,575,https://shop.sanraimed.com/,797,0,21
1694595898734,797,Landing page-0,302,Found,landing page 1-71,text,true,,7045,120,575,575,http://shop.sanraimed.com/,797,0,21
1694595899532,2789,Landing page-1,200,OK,landing page 1-71,text,true,,243924,120,575,575,https://shop.sanraimed.com/,2661,0,47
1694595898739,3650,Landing page,200,OK,landing page 1-95,text,true,,250969,240,581,581,https://shop.sanraimed.com/,808,0,20
1694595898739,808,Landing page-0,302,Found,landing page 1-95,text,true,,7045,120,581,581,http://shop.sanraimed.com/,808,0,20
1694595899548,2841,Landing page-1,200,OK,landing page 1-95,text,true,,243924,120,581,581,https://shop.sanraimed.com/,2696,0,48
1694595898746,3772,Landing page,200,OK,landing page 1-129,text,true,,250953,240,593,593,https://shop.sanraimed.com/,868,0,20
